/usr/lib/jvm/java-8-openjdk-amd64/bin/java -Dvisualvm.id=1962132150819 -javaagent:/home/szkster/Programs/idea-IC-181.4203.550/lib/idea_rt.jar=34247:/home/szkster/Programs/idea-IC-181.4203.550/bin -Dfile.encoding=UTF-8 -classpath /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/charsets.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/cldrdata.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/dnsns.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/icedtea-sound.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/jaccess.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/java-atk-wrapper.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/jfxrt.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/localedata.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/nashorn.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/sunec.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/sunjce_provider.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/sunpkcs11.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/zipfs.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jce.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jfxswt.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jsse.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/management-agent.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/resources.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/rt.jar:/home/szkster/IdeaProjects/SeDiTo/gui/target/scala-2.12/test-classes:/home/szkster/IdeaProjects/SeDiTo/gui/target/scala-2.12/classes:/home/szkster/.ivy2/cache/org.fxmisc.wellbehaved/wellbehavedfx/jars/wellbehavedfx-0.3.3.jar:/home/szkster/.sbt/boot/scala-2.12.6/lib/scala-reflect.jar:/home/szkster/.sbt/boot/scala-2.12.6/lib/scala-library.jar:/home/szkster/.ivy2/cache/org.scala-lang.modules/scala-java8-compat_2.12/jars/scala-java8-compat_2.12-0.9.0.jar:/home/szkster/.ivy2/cache/org.apache.commons/commons-text/jars/commons-text-1.3.jar:/home/szkster/.ivy2/cache/org.apache.commons/commons-lang3/jars/commons-lang3-3.7.jar:/home/szkster/.ivy2/cache/xpp3/xpp3_min/jars/xpp3_min-1.1.4c.jar:/home/szkster/.ivy2/cache/xmlpull/xmlpull/jars/xmlpull-1.1.3.1.jar:/home/szkster/.ivy2/cache/org.swinglabs/swingx/jars/swingx-1.6.1.jar:/home/szkster/.ivy2/cache/org.swinglabs/swing-worker/jars/swing-worker-1.1.jar:/home/szkster/.ivy2/cache/com.thoughtworks.xstream/xstream/jars/xstream-1.4.8.jar:/home/szkster/.ivy2/cache/com.jhlabs/filters/jars/filters-2.0.235.jar:/home/szkster/.ivy2/cache/com.github.haifengl/smile-scala_2.12/jars/smile-scala_2.12-1.5.1.jar:/home/szkster/.ivy2/cache/com.github.haifengl/smile-plot/jars/smile-plot-1.5.1.jar:/home/szkster/.ivy2/cache/com.github.haifengl/smile-nlp/jars/smile-nlp-1.5.1.jar:/home/szkster/.ivy2/cache/com.github.haifengl/smile-math/jars/smile-math-1.5.1.jar:/home/szkster/.ivy2/cache/com.github.haifengl/smile-interpolation/jars/smile-interpolation-1.5.1.jar:/home/szkster/.ivy2/cache/com.github.haifengl/smile-graph/jars/smile-graph-1.5.1.jar:/home/szkster/.ivy2/cache/com.github.haifengl/smile-data/jars/smile-data-1.5.1.jar:/home/szkster/.ivy2/cache/com.github.haifengl/smile-core/jars/smile-core-1.5.1.jar:/home/szkster/IdeaProjects/SeDiTo/aligner/target/scala-2.12/test-classes:/home/szkster/IdeaProjects/SeDiTo/aligner/target/scala-2.12/classes:/home/szkster/IdeaProjects/SeDiTo/common/target/scala-2.12/test-classes:/home/szkster/IdeaProjects/SeDiTo/common/target/scala-2.12/classes:/home/szkster/.ivy2/cache/org.typelevel/machinist_2.12/jars/machinist_2.12-0.6.2.jar:/home/szkster/.ivy2/cache/org.typelevel/cats-macros_2.12/jars/cats-macros_2.12-1.0.1.jar:/home/szkster/.ivy2/cache/org.typelevel/cats-kernel_2.12/jars/cats-kernel_2.12-1.0.1.jar:/home/szkster/.ivy2/cache/org.typelevel/cats-core_2.12/jars/cats-core_2.12-1.0.1.jar:/home/szkster/.ivy2/cache/org.fxmisc.flowless/flowless/jars/flowless-0.6.jar:/home/szkster/.ivy2/cache/org.reactfx/reactfx/jars/reactfx-2.0-M5.jar:/home/szkster/.ivy2/cache/ch.qos.logback/logback-classic/jars/logback-classic-1.2.3.jar:/home/szkster/.ivy2/cache/ch.qos.logback/logback-core/jars/logback-core-1.2.3.jar:/home/szkster/.ivy2/cache/com.beachape/enumeratum-macros_2.12/jars/enumeratum-macros_2.12-1.5.9.jar:/home/szkster/.ivy2/cache/com.beachape/enumeratum_2.12/jars/enumeratum_2.12-1.5.12.jar:/home/szkster/.ivy2/cache/io.spray/spray-json_2.12/bundles/spray-json_2.12-1.3.4.jar:/home/szkster/.ivy2/cache/org.bitbucket.cowwoc/diff-match-patch/jars/diff-match-patch-1.1.jar:/home/szkster/.ivy2/cache/org.log4s/log4s_2.12/jars/log4s_2.12-1.4.0.jar:/home/szkster/.ivy2/cache/org.scala-lang.modules/scala-parser-combinators_2.12/bundles/scala-parser-combinators_2.12-1.0.4.jar:/home/szkster/.ivy2/cache/org.scala-lang.modules/scala-xml_2.12/bundles/scala-xml_2.12-1.0.5.jar:/home/szkster/.ivy2/cache/org.scalactic/scalactic_2.12/bundles/scalactic_2.12-3.0.4.jar:/home/szkster/.ivy2/cache/org.scalatest/scalatest_2.12/bundles/scalatest_2.12-3.0.4.jar:/home/szkster/.ivy2/cache/org.slf4j/slf4j-api/jars/slf4j-api-1.7.25.jar:/home/szkster/.ivy2/cache/info.debatty/java-string-similarity/jars/java-string-similarity-1.1.0.jar:/home/szkster/.ivy2/cache/net.jcip/jcip-annotations/jars/jcip-annotations-1.0.jar:/home/szkster/.ivy2/cache/org.fxmisc.richtext/richtextfx/jars/richtextfx-0.9.1.jar:/home/szkster/.ivy2/cache/org.fxmisc.undo/undofx/jars/undofx-2.1.0.jar com.kristofszilagyi.sedito.gui.WholeAlgorithmMeasurer
07:45:39.463 [main] INFO  c.k.s.gui.WholeAlgorithmMeasurer - Start
07:47:34.685 [main] INFO  c.k.s.gui.WholeAlgorithmMeasurer - Training results: f1: 0.99497, tp: 34319, fp: 66, fn: 281, selPos: 34385, expectedPos: 34600, total mispred: 347
07:47:34.685 [main] INFO  c.k.s.gui.WholeAlgorithmMeasurer - Test results: f1: 0.99361, tp: 52194, fp: 147, fn: 524, selPos: 52341, expectedPos: 52718, total mispred: 671
07:47:34.702 [main] INFO  c.k.s.gui.WholeAlgorithmMeasurer - Training:
grid_py                           : f1: 0.94208, tp:  122, fp:  0, fn: 15, selPos:  122, expectedPos:  137, total mispred: 15
17_complex                        : f1: 0.96663, tp:  840, fp: 20, fn: 38, selPos:  860, expectedPos:  878, total mispred: 58
good_cand_for_char_based_compare  : f1: 0.96831, tp:  657, fp:  5, fn: 38, selPos:  662, expectedPos:  695, total mispred: 43
13_tough                          : f1: 0.97281, tp:  644, fp: 10, fn: 26, selPos:  654, expectedPos:  670, total mispred: 36
ambiguous_space_lines13           : f1: 0.97323, tp:  618, fp:  2, fn: 32, selPos:  620, expectedPos:  650, total mispred: 34
9                                 : f1: 0.98198, tp:  681, fp:  0, fn: 25, selPos:  681, expectedPos:  706, total mispred: 25
cpp_complex                       : f1: 0.98207, tp:  904, fp:  5, fn: 28, selPos:  909, expectedPos:  932, total mispred: 33
6                                 : f1: 0.98893, tp:  134, fp:  0, fn:  3, selPos:  134, expectedPos:  137, total mispred:  3
25                                : f1: 0.99005, tp:  199, fp:  2, fn:  2, selPos:  201, expectedPos:  201, total mispred:  4
ambiguous_space_lines16           : f1: 0.99170, tp:  777, fp:  7, fn:  6, selPos:  784, expectedPos:  783, total mispred: 13
grid_py3                          : f1: 0.99193, tp:  676, fp:  0, fn: 11, selPos:  676, expectedPos:  687, total mispred: 11
5                                 : f1: 0.99238, tp: 1107, fp:  3, fn: 14, selPos: 1110, expectedPos: 1121, total mispred: 17
grid_py2                          : f1: 0.99431, tp:  612, fp:  0, fn:  7, selPos:  612, expectedPos:  619, total mispred:  7
ambiguous_space_lines14           : f1: 0.99468, tp:  187, fp:  1, fn:  1, selPos:  188, expectedPos:  188, total mispred:  2
grid_py4                          : f1: 0.99493, tp:  785, fp:  4, fn:  4, selPos:  789, expectedPos:  789, total mispred:  8
equalcharcnt                      : f1: 0.99517, tp:  206, fp:  1, fn:  1, selPos:  207, expectedPos:  207, total mispred:  2
good_cand_for_char_based_compare2 : f1: 0.99528, tp:  844, fp:  0, fn:  8, selPos:  844, expectedPos:  852, total mispred:  8
ambiguous_space_lines11           : f1: 0.99544, tp:  546, fp:  2, fn:  3, selPos:  548, expectedPos:  549, total mispred:  5
19                                : f1: 0.99563, tp:  228, fp:  0, fn:  2, selPos:  228, expectedPos:  230, total mispred:  2
3                                 : f1: 0.99646, tp:  422, fp:  0, fn:  3, selPos:  422, expectedPos:  425, total mispred:  3
extractor_cpp                     : f1: 0.99752, tp:  805, fp:  2, fn:  2, selPos:  807, expectedPos:  807, total mispred:  4
ambiguous_space_lines1            : f1: 0.99813, tp:  535, fp:  1, fn:  1, selPos:  536, expectedPos:  536, total mispred:  2
grid_master_py                    : f1: 0.99853, tp:  679, fp:  0, fn:  2, selPos:  679, expectedPos:  681, total mispred:  2
empty_line_problems               : f1: 0.99870, tp: 1150, fp:  0, fn:  3, selPos: 1150, expectedPos: 1153, total mispred:  3
23                                : f1: 0.99873, tp:  786, fp:  0, fn:  2, selPos:  786, expectedPos:  788, total mispred:  2
1                                 : f1: 0.99927, tp: 1377, fp:  1, fn:  1, selPos: 1378, expectedPos: 1378, total mispred:  2
12                                : f1: 0.99938, tp: 1600, fp:  0, fn:  2, selPos: 1600, expectedPos: 1602, total mispred:  2
13                                : f1: 0.99960, tp: 1244, fp:  0, fn:  1, selPos: 1244, expectedPos: 1245, total mispred:  1
11                                : f1: 1.00000, tp:  271, fp:  0, fn:  0, selPos:  271, expectedPos:  271, total mispred:  0
14                                : f1: 1.00000, tp:  259, fp:  0, fn:  0, selPos:  259, expectedPos:  259, total mispred:  0
15                                : f1: 1.00000, tp: 1308, fp:  0, fn:  0, selPos: 1308, expectedPos: 1308, total mispred:  0
16                                : f1: 1.00000, tp:  249, fp:  0, fn:  0, selPos:  249, expectedPos:  249, total mispred:  0
18                                : f1: 1.00000, tp:  126, fp:  0, fn:  0, selPos:  126, expectedPos:  126, total mispred:  0
20                                : f1: 1.00000, tp:  996, fp:  0, fn:  0, selPos:  996, expectedPos:  996, total mispred:  0
21                                : f1: 1.00000, tp:  632, fp:  0, fn:  0, selPos:  632, expectedPos:  632, total mispred:  0
22                                : f1: 1.00000, tp:  244, fp:  0, fn:  0, selPos:  244, expectedPos:  244, total mispred:  0
24                                : f1: 1.00000, tp:  105, fp:  0, fn:  0, selPos:  105, expectedPos:  105, total mispred:  0
4                                 : f1: 1.00000, tp:  309, fp:  0, fn:  0, selPos:  309, expectedPos:  309, total mispred:  0
7                                 : f1: 1.00000, tp: 1284, fp:  0, fn:  0, selPos: 1284, expectedPos: 1284, total mispred:  0
ambiguous_space_lines10           : f1: 1.00000, tp:   59, fp:  0, fn:  0, selPos:   59, expectedPos:   59, total mispred:  0
ambiguous_space_lines12           : f1: 1.00000, tp:  923, fp:  0, fn:  0, selPos:  923, expectedPos:  923, total mispred:  0
ambiguous_space_lines15           : f1: 1.00000, tp:  181, fp:  0, fn:  0, selPos:  181, expectedPos:  181, total mispred:  0
ambiguous_space_lines17           : f1: 1.00000, tp:  250, fp:  0, fn:  0, selPos:  250, expectedPos:  250, total mispred:  0
ambiguous_space_lines2            : f1: 1.00000, tp:  201, fp:  0, fn:  0, selPos:  201, expectedPos:  201, total mispred:  0
ambiguous_space_lines4            : f1: 1.00000, tp:  775, fp:  0, fn:  0, selPos:  775, expectedPos:  775, total mispred:  0
ambiguous_space_lines5            : f1: 1.00000, tp:   76, fp:  0, fn:  0, selPos:   76, expectedPos:   76, total mispred:  0
ambiguous_space_lines7            : f1: 1.00000, tp:  201, fp:  0, fn:  0, selPos:  201, expectedPos:  201, total mispred:  0
ambiguous_space_lines9            : f1: 1.00000, tp:  830, fp:  0, fn:  0, selPos:  830, expectedPos:  830, total mispred:  0
cpp_easy                          : f1: 1.00000, tp:  150, fp:  0, fn:  0, selPos:  150, expectedPos:  150, total mispred:  0
cpp_easy2                         : f1: 1.00000, tp:   60, fp:  0, fn:  0, selPos:   60, expectedPos:   60, total mispred:  0
cpp_easy3                         : f1: 1.00000, tp:  177, fp:  0, fn:  0, selPos:  177, expectedPos:  177, total mispred:  0
cpp_easy4                         : f1: 1.00000, tp:  181, fp:  0, fn:  0, selPos:  181, expectedPos:  181, total mispred:  0
cpp_easy5                         : f1: 1.00000, tp:  181, fp:  0, fn:  0, selPos:  181, expectedPos:  181, total mispred:  0
easy_h                            : f1: 1.00000, tp:  394, fp:  0, fn:  0, selPos:  394, expectedPos:  394, total mispred:  0
